,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings,Gender,age
3290,0.51,0.395,0.12,0.6175,0.262,0.122,0.193,12,Infant,13.5
3291,0.53,0.405,0.13,0.738,0.2845,0.17,0.193,9,Male,10.5
3292,0.495,0.375,0.15,0.597,0.2615,0.135,0.178,11,Infant,12.5
3293,0.575,0.455,0.185,1.156,0.5525,0.243,0.295,13,Male,14.5
3294,0.63,0.5,0.16,1.22,0.4905,0.3,0.345,14,Male,15.5
3295,0.59,0.45,0.12,0.7485,0.3345,0.1315,0.22,14,Male,15.5
3296,0.605,0.485,0.165,1.0735,0.437,0.205,0.33,14,Male,15.5
3297,0.645,0.5,0.19,1.229,0.524,0.278,0.395,17,Male,18.5
3298,0.62,0.5,0.175,1.146,0.477,0.23,0.39,13,Male,14.5
3299,0.605,0.485,0.175,1.145,0.4325,0.27,0.405,16,Male,17.5
3300,0.615,0.5,0.205,1.1055,0.4445,0.227,0.39,16,Male,17.5
3301,0.66,0.525,0.19,1.67,0.6525,0.4875,0.49,11,Female,12.5
3302,0.71,0.575,0.175,1.555,0.6465,0.3705,0.52,15,Female,16.5
3303,0.565,0.45,0.185,0.9285,0.302,0.1805,0.265,12,Male,13.5
3304,0.57,0.435,0.14,0.8085,0.3235,0.183,0.22,16,Male,17.5
3305,0.6,0.445,0.175,1.057,0.383,0.216,0.355,16,Male,17.5
3306,0.41,0.3,0.115,0.2595,0.097,0.0515,0.08,10,Infant,11.5
3307,0.45,0.325,0.135,0.438,0.1805,0.1165,0.11,9,Infant,10.5
3308,0.275,0.2,0.08,0.099,0.037,0.024,0.03,5,Infant,6.5
3309,0.485,0.355,0.12,0.5085,0.21,0.122,0.135,9,Infant,10.5
3310,0.62,0.485,0.165,1.166,0.483,0.238,0.355,13,Male,14.5
3311,0.48,0.38,0.135,0.507,0.1915,0.1365,0.155,12,Infant,13.5
3312,0.505,0.41,0.15,0.6345,0.243,0.1335,0.215,17,Infant,18.5
3313,0.4,0.31,0.11,0.314,0.138,0.057,0.1,11,Infant,12.5
3314,0.45,0.355,0.115,0.4385,0.184,0.108,0.1125,11,Infant,12.5
3315,0.35,0.26,0.09,0.195,0.0745,0.041,0.0655,9,Infant,10.5
3316,0.44,0.35,0.14,0.451,0.171,0.0705,0.184,16,Infant,17.5
3317,0.265,0.2,0.065,0.084,0.034,0.0105,0.03,7,Infant,8.5
3318,0.165,0.125,0.04,0.0245,0.0095,0.0045,0.008,4,Infant,5.5
3319,0.705,0.555,0.2,1.4685,0.4715,0.3235,0.52,19,Female,20.5
3320,0.535,0.425,0.155,0.7765,0.302,0.1565,0.25,16,Male,17.5
3321,0.49,0.385,0.14,0.5425,0.198,0.127,0.175,11,Infant,12.5
3322,0.48,0.37,0.13,0.5885,0.2475,0.1505,0.1595,15,Infant,16.5
3323,0.395,0.3,0.105,0.3375,0.1435,0.0755,0.098,12,Infant,13.5
3324,0.375,0.28,0.1,0.2565,0.1165,0.0585,0.0725,12,Infant,13.5
3325,0.345,0.265,0.09,0.163,0.0615,0.037,0.0485,10,Infant,11.5
3326,0.55,0.415,0.135,0.8095,0.2985,0.2015,0.28,12,Male,13.5
3327,0.635,0.48,0.2,1.3655,0.6255,0.2595,0.425,16,Male,17.5
3328,0.575,0.475,0.17,0.967,0.3775,0.284,0.275,13,Male,14.5
3329,0.545,0.435,0.15,0.6855,0.2905,0.145,0.225,10,Male,11.5
3330,0.385,0.305,0.125,0.314,0.146,0.0555,0.08,10,Infant,11.5
3331,0.51,0.34,0.18,0.7005,0.312,0.165,0.2,11,Male,12.5
3332,0.44,0.34,0.125,0.4895,0.1735,0.0875,0.2,13,Infant,14.5
3333,0.45,0.36,0.125,0.45,0.191,0.0865,0.145,12,Infant,13.5
3334,0.39,0.3,0.105,0.259,0.0955,0.038,0.085,8,Infant,9.5
3335,0.425,0.325,0.135,0.382,0.1465,0.079,0.14,12,Infant,13.5
3336,0.45,0.35,0.125,0.4435,0.185,0.09,0.145,11,Infant,12.5
3337,0.66,0.525,0.18,1.6935,0.6025,0.4005,0.42,15,Female,16.5
3338,0.685,0.525,0.175,1.71,0.5415,0.309,0.58,16,Female,17.5
3339,0.585,0.475,0.185,0.8575,0.3465,0.1785,0.275,12,Male,13.5
3340,0.54,0.435,0.145,0.97,0.4285,0.22,0.264,17,Male,18.5
3341,0.49,0.39,0.135,0.59,0.215,0.125,0.1845,12,Infant,13.5
3342,0.43,0.33,0.095,0.34,0.1315,0.085,0.112,14,Infant,15.5
3343,0.455,0.365,0.11,0.385,0.166,0.046,0.1345,13,Infant,14.5
3344,0.495,0.38,0.145,0.515,0.175,0.098,0.212,13,Infant,14.5
3345,0.48,0.38,0.145,0.59,0.232,0.141,0.23,12,Infant,13.5
3346,0.47,0.4,0.16,0.51,0.1615,0.073,0.198,14,Infant,15.5
3347,0.415,0.32,0.1,0.3005,0.1215,0.0575,0.104,11,Infant,12.5
3348,0.49,0.385,0.115,0.683,0.3265,0.1615,0.165,13,Infant,14.5
3349,0.47,0.375,0.105,0.468,0.1665,0.108,0.17,10,Infant,11.5
3350,0.445,0.345,0.13,0.4075,0.1365,0.0645,0.18,11,Infant,12.5
3351,0.51,0.38,0.13,0.584,0.224,0.1355,0.185,13,Infant,14.5
3352,0.52,0.405,0.145,0.829,0.3535,0.1685,0.205,15,Male,16.5
3353,0.475,0.365,0.14,0.4545,0.171,0.118,0.158,8,Infant,9.5
3354,0.455,0.36,0.11,0.4385,0.206,0.098,0.125,10,Infant,11.5
3355,0.435,0.34,0.11,0.407,0.1685,0.073,0.13,10,Infant,11.5
3356,0.39,0.3,0.1,0.3085,0.1385,0.0735,0.085,6,Infant,7.5
3357,0.375,0.285,0.1,0.239,0.105,0.0555,0.07,8,Infant,9.5
3358,0.285,0.215,0.075,0.106,0.0415,0.023,0.035,5,Infant,6.5
3359,0.58,0.445,0.17,1.178,0.3935,0.2165,0.315,20,Male,21.5
3360,0.58,0.44,0.175,1.073,0.4005,0.2345,0.335,19,Male,20.5
3361,0.41,0.315,0.095,0.306,0.121,0.0735,0.09,9,Infant,10.5
3362,0.41,0.3,0.1,0.301,0.124,0.069,0.09,9,Infant,10.5
3363,0.54,0.405,0.15,0.7585,0.307,0.2075,0.19,10,Male,11.5
3364,0.33,0.245,0.085,0.171,0.0655,0.0365,0.055,11,Infant,12.5
3365,0.44,0.31,0.115,0.3625,0.134,0.082,0.12,11,Infant,12.5
3366,0.28,0.21,0.065,0.0905,0.035,0.02,0.03,5,Infant,6.5
3367,0.59,0.465,0.195,1.0885,0.3685,0.187,0.375,17,Male,18.5
3368,0.61,0.48,0.165,1.097,0.4215,0.264,0.335,13,Male,14.5
3369,0.61,0.46,0.17,1.278,0.41,0.257,0.37,17,Male,18.5
3370,0.455,0.345,0.125,0.44,0.169,0.1065,0.135,12,Infant,13.5
3371,0.33,0.235,0.09,0.163,0.0615,0.034,0.055,10,Infant,11.5
3372,0.44,0.33,0.135,0.522,0.17,0.0905,0.195,16,Infant,17.5
3373,0.54,0.405,0.155,0.9715,0.3225,0.194,0.29,19,Male,20.5
3374,0.475,0.375,0.125,0.588,0.237,0.1715,0.155,10,Infant,11.5
3375,0.46,0.33,0.15,0.5325,0.2085,0.1805,0.125,10,Infant,11.5
3376,0.31,0.235,0.09,0.127,0.048,0.031,0.04,6,Infant,7.5
3377,0.255,0.19,0.07,0.0815,0.028,0.016,0.031,5,Infant,6.5
3378,0.335,0.255,0.075,0.1635,0.0615,0.0345,0.057,8,Infant,9.5
3379,0.295,0.21,0.08,0.1,0.038,0.026,0.031,8,Infant,9.5
3380,0.19,0.13,0.045,0.0265,0.009,0.005,0.009,5,Infant,6.5
3381,0.545,0.435,0.165,0.9955,0.3245,0.2665,0.325,19,Male,20.5
3382,0.495,0.4,0.12,0.6605,0.2605,0.161,0.19,15,Infant,16.5
3383,0.5,0.375,0.13,0.721,0.3055,0.1725,0.22,14,Male,15.5
3384,0.305,0.225,0.07,0.1485,0.0585,0.0335,0.045,7,Infant,8.5
3385,0.475,0.35,0.115,0.487,0.194,0.1455,0.125,13,Infant,14.5
3386,0.515,0.4,0.125,0.955,0.341,0.2535,0.26,13,Male,14.5
3387,0.545,0.41,0.145,0.873,0.3035,0.196,0.31,18,Male,19.5
3388,0.74,0.535,0.185,1.65,0.734,0.4505,0.335,13,Female,14.5
3389,0.565,0.465,0.15,1.1285,0.377,0.3525,0.33,16,Male,17.5
3390,0.56,0.44,0.16,1.1115,0.5035,0.2785,0.26,10,Male,11.5
3391,0.545,0.42,0.125,0.9745,0.353,0.174,0.305,13,Male,14.5
3392,0.645,0.515,0.185,1.4605,0.5835,0.3155,0.41,19,Female,20.5
3393,0.575,0.435,0.13,1.0105,0.368,0.222,0.32,10,Male,11.5
3394,0.62,0.48,0.16,1.0765,0.412,0.253,0.3,13,Male,14.5
3395,0.605,0.45,0.165,1.2225,0.357,0.202,0.385,13,Male,14.5
3396,0.605,0.475,0.16,1.616,0.5495,0.332,0.34,18,Female,19.5
3397,0.475,0.375,0.15,0.559,0.1955,0.1215,0.1945,12,Infant,13.5
3398,0.365,0.285,0.085,0.2205,0.0855,0.0515,0.07,9,Infant,10.5
3399,0.46,0.35,0.115,0.44,0.19,0.1025,0.13,8,Infant,9.5
3400,0.53,0.43,0.135,0.879,0.28,0.2165,0.25,10,Male,11.5
3401,0.48,0.395,0.15,0.6815,0.2145,0.1405,0.2495,18,Infant,19.5
3402,0.455,0.345,0.15,0.5795,0.1685,0.125,0.215,13,Infant,14.5
3403,0.35,0.265,0.11,0.209,0.066,0.059,0.075,9,Infant,10.5
3404,0.37,0.28,0.105,0.224,0.0815,0.0575,0.075,8,Infant,9.5
3405,0.34,0.25,0.075,0.1765,0.0785,0.0405,0.05,7,Infant,8.5
3406,0.35,0.28,0.075,0.196,0.082,0.04,0.064,8,Infant,9.5
3407,0.35,0.265,0.08,0.192,0.081,0.0465,0.053,6,Infant,7.5
3408,0.39,0.315,0.09,0.3095,0.147,0.05,0.09,7,Infant,8.5
3409,0.395,0.31,0.095,0.313,0.131,0.072,0.093,7,Infant,8.5
3410,0.415,0.31,0.105,0.3595,0.167,0.083,0.0915,6,Infant,7.5
3411,0.43,0.32,0.1,0.3855,0.192,0.0745,0.1,7,Infant,8.5
3412,0.48,0.355,0.115,0.5785,0.25,0.106,0.184,8,Infant,9.5
3413,0.49,0.395,0.12,0.674,0.3325,0.1235,0.185,9,Infant,10.5
3414,0.49,0.37,0.105,0.5265,0.249,0.1005,0.148,7,Infant,8.5
3415,0.56,0.465,0.16,1.0315,0.432,0.2025,0.337,9,Male,10.5
3416,0.56,0.45,0.14,0.9,0.472,0.182,0.218,7,Male,8.5
3417,0.58,0.46,0.15,1.0165,0.491,0.221,0.265,9,Male,10.5
3418,0.58,0.48,0.18,1.2495,0.4945,0.27,0.371,8,Male,9.5
3419,0.59,0.47,0.135,1.1685,0.539,0.279,0.28,8,Male,9.5
3420,0.595,0.475,0.165,1.148,0.444,0.214,0.37,10,Male,11.5
3421,0.6,0.475,0.15,1.089,0.5195,0.223,0.292,11,Male,12.5
3422,0.61,0.47,0.155,1.0325,0.497,0.2175,0.2785,9,Male,10.5
3423,0.63,0.475,0.15,1.172,0.536,0.254,0.316,11,Male,12.5
3424,0.64,0.51,0.17,1.3715,0.567,0.307,0.409,10,Male,11.5
3425,0.65,0.545,0.185,1.5055,0.6565,0.341,0.43,10,Female,11.5
3426,0.71,0.55,0.2,1.9045,0.882,0.44,0.5,13,Female,14.5
3427,0.74,0.605,0.2,2.4925,1.1455,0.575,0.5235,13,Female,14.5
3428,0.25,0.18,0.065,0.0805,0.0345,0.0185,0.0215,4,Infant,5.5
3429,0.28,0.21,0.065,0.111,0.0425,0.0285,0.03,6,Infant,7.5
3430,0.325,0.24,0.075,0.152,0.065,0.0305,0.045,6,Infant,7.5
3431,0.35,0.265,0.095,0.199,0.073,0.049,0.06,5,Infant,6.5
3432,0.36,0.27,0.09,0.219,0.097,0.0405,0.065,6,Infant,7.5
3433,0.365,0.27,0.105,0.2155,0.0915,0.0475,0.063,6,Infant,7.5
3434,0.37,0.28,0.09,0.2565,0.1255,0.0645,0.0645,6,Infant,7.5
3435,0.375,0.285,0.09,0.257,0.1045,0.062,0.075,7,Infant,8.5
3436,0.38,0.275,0.095,0.2505,0.0945,0.0655,0.075,6,Infant,7.5
3437,0.395,0.3,0.09,0.279,0.134,0.049,0.075,8,Infant,9.5
3438,0.43,0.335,0.105,0.378,0.188,0.0785,0.09,6,Infant,7.5
3439,0.44,0.35,0.125,0.456,0.21,0.0955,0.131,8,Infant,9.5
3440,0.465,0.37,0.1,0.5055,0.234,0.11,0.14,7,Infant,8.5
3441,0.465,0.355,0.115,0.4705,0.1955,0.118,0.126,7,Infant,8.5
3442,0.48,0.37,0.13,0.643,0.349,0.1155,0.135,8,Infant,9.5
3443,0.485,0.37,0.1,0.513,0.219,0.1075,0.13,7,Infant,8.5
3444,0.49,0.4,0.115,0.569,0.256,0.1325,0.145,9,Infant,10.5
3445,0.495,0.4,0.145,0.578,0.2545,0.1305,0.1645,8,Infant,9.5
3446,0.5,0.385,0.11,0.596,0.3015,0.104,0.151,8,Infant,9.5
3447,0.505,0.39,0.12,0.5725,0.2555,0.1325,0.146,8,Infant,9.5
3448,0.52,0.39,0.12,0.6435,0.2885,0.157,0.161,7,Infant,8.5
3449,0.52,0.395,0.125,0.8115,0.4035,0.166,0.2,7,Male,8.5
3450,0.525,0.44,0.125,0.7115,0.3205,0.159,0.1915,7,Male,8.5
3451,0.55,0.44,0.155,0.9155,0.3645,0.195,0.25,8,Male,9.5
3452,0.555,0.44,0.145,0.8815,0.43,0.1975,0.2155,8,Male,9.5
3453,0.555,0.42,0.11,0.931,0.4445,0.171,0.225,8,Male,9.5
3454,0.575,0.46,0.165,1.065,0.4985,0.2145,0.2815,8,Male,9.5
3455,0.6,0.475,0.155,1.1385,0.502,0.2295,0.31,9,Male,10.5
3456,0.61,0.48,0.16,1.234,0.598,0.238,0.315,12,Male,13.5
3457,0.61,0.495,0.175,1.2635,0.53,0.315,0.3455,10,Male,11.5
3458,0.61,0.47,0.16,1.0745,0.4925,0.236,0.29,8,Male,9.5
3459,0.615,0.505,0.19,1.403,0.6715,0.2925,0.365,8,Female,9.5
3460,0.62,0.485,0.165,1.1325,0.5235,0.2505,0.2825,9,Male,10.5
3461,0.625,0.495,0.16,1.1115,0.4495,0.2825,0.345,11,Male,12.5
3462,0.625,0.47,0.17,1.255,0.525,0.2415,0.405,10,Male,11.5
3463,0.625,0.485,0.17,1.437,0.5855,0.293,0.475,11,Female,12.5
3464,0.635,0.495,0.155,1.3635,0.583,0.2985,0.295,10,Male,11.5
3465,0.64,0.48,0.195,1.1435,0.4915,0.2345,0.353,9,Male,10.5
3466,0.64,0.5,0.17,1.4545,0.642,0.3575,0.354,9,Female,10.5
3467,0.66,0.525,0.18,1.478,0.5815,0.381,0.372,10,Female,11.5
3468,0.665,0.52,0.165,1.6885,0.7295,0.407,0.4265,11,Female,12.5
3469,0.715,0.585,0.23,2.0725,0.8655,0.4095,0.565,10,Female,11.5
3470,0.72,0.565,0.2,1.787,0.718,0.385,0.529,11,Female,12.5
3471,0.725,0.58,0.185,1.523,0.8045,0.3595,0.4375,9,Female,10.5
3472,0.165,0.12,0.05,0.021,0.0075,0.0045,0.014,3,Infant,4.5
3473,0.21,0.15,0.055,0.0455,0.02,0.0065,0.013,4,Infant,5.5
3474,0.355,0.265,0.085,0.2435,0.122,0.0525,0.06,6,Infant,7.5
3475,0.4,0.315,0.085,0.2675,0.116,0.0585,0.0765,6,Infant,7.5
3476,0.4,0.29,0.1,0.258,0.104,0.059,0.0815,7,Infant,8.5
3477,0.4,0.3,0.11,0.2985,0.1375,0.071,0.075,6,Infant,7.5
3478,0.435,0.335,0.11,0.411,0.2025,0.0945,0.1,7,Infant,8.5
3479,0.44,0.33,0.11,0.38,0.197,0.079,0.09,7,Infant,8.5
3480,0.45,0.34,0.105,0.4385,0.21,0.0925,0.12,8,Infant,9.5
3481,0.465,0.345,0.105,0.4015,0.242,0.0345,0.109,6,Infant,7.5
3482,0.47,0.355,0.145,0.4485,0.156,0.102,0.123,7,Infant,8.5
3483,0.47,0.355,0.115,0.4155,0.167,0.084,0.139,7,Infant,8.5
3484,0.475,0.42,0.16,0.7095,0.35,0.1505,0.1845,8,Male,9.5
3485,0.485,0.37,0.115,0.637,0.38,0.1335,0.128,7,Infant,8.5
3486,0.505,0.475,0.16,1.1155,0.509,0.239,0.3065,8,Male,9.5
3487,0.51,0.405,0.13,0.599,0.3065,0.1155,0.1485,8,Infant,9.5
3488,0.52,0.38,0.13,0.5345,0.2375,0.122,0.1535,8,Infant,9.5
3489,0.53,0.42,0.14,0.627,0.2905,0.1165,0.183,8,Infant,9.5
3490,0.535,0.42,0.16,0.7465,0.348,0.1515,0.2185,10,Male,11.5
3491,0.55,0.44,0.16,0.985,0.4645,0.201,0.27,8,Male,9.5
3492,0.555,0.44,0.145,0.85,0.4165,0.1685,0.23,8,Male,9.5
3493,0.555,0.44,0.15,0.838,0.4155,0.146,0.23,8,Male,9.5
3494,0.555,0.43,0.135,0.812,0.4055,0.163,0.2215,9,Male,10.5
3495,0.56,0.415,0.13,0.7615,0.3695,0.17,0.1955,8,Male,9.5
3496,0.575,0.44,0.145,0.87,0.3945,0.2195,0.225,8,Male,9.5
3497,0.585,0.45,0.145,0.9835,0.4845,0.242,0.22,9,Male,10.5
3498,0.59,0.46,0.145,0.929,0.38,0.24,0.255,10,Male,11.5
3499,0.595,0.47,0.165,1.0155,0.491,0.1905,0.289,9,Male,10.5
3500,0.6,0.41,0.145,0.939,0.4475,0.196,0.268,8,Male,9.5
3501,0.6,0.475,0.16,1.164,0.5045,0.2635,0.335,12,Male,13.5
3502,0.61,0.47,0.175,1.214,0.5315,0.2835,0.325,10,Male,11.5
3503,0.615,0.49,0.19,1.1345,0.4695,0.257,0.348,11,Male,12.5
3504,0.62,0.51,0.18,1.233,0.592,0.274,0.322,10,Male,11.5
3505,0.625,0.495,0.18,1.0815,0.4715,0.254,0.3135,10,Male,11.5
3506,0.625,0.47,0.175,1.179,0.605,0.258,0.271,9,Male,10.5
3507,0.64,0.5,0.165,1.1635,0.554,0.239,0.32,11,Male,12.5
3508,0.64,0.475,0.175,1.1545,0.4865,0.341,0.288,9,Male,10.5
3509,0.645,0.52,0.175,1.3345,0.667,0.2665,0.355,10,Male,11.5
3510,0.65,0.505,0.18,1.469,0.7115,0.3335,0.38,9,Female,10.5
3511,0.655,0.52,0.18,1.492,0.7185,0.36,0.355,11,Female,12.5
3512,0.655,0.54,0.175,1.5585,0.7285,0.402,0.385,11,Female,12.5
3513,0.66,0.5,0.175,1.3275,0.556,0.2805,0.4085,9,Male,10.5
3514,0.67,0.525,0.18,1.6615,0.8005,0.3645,0.43,10,Female,11.5
3515,0.69,0.525,0.19,1.492,0.6425,0.3905,0.42,12,Female,13.5
3516,0.7,0.575,0.2,1.7365,0.7755,0.3965,0.461,11,Female,12.5
3517,0.7,0.56,0.175,1.6605,0.8605,0.3275,0.398,11,Female,12.5
3518,0.71,0.57,0.195,1.348,0.8985,0.4435,0.4535,11,Female,12.5
3519,0.715,0.545,0.18,1.7405,0.871,0.347,0.449,10,Female,11.5
3520,0.72,0.545,0.185,1.7185,0.7925,0.401,0.468,11,Female,12.5
3521,0.215,0.15,0.055,0.041,0.015,0.009,0.0125,3,Infant,4.5
3522,0.24,0.185,0.06,0.0655,0.0295,0.0005,0.02,4,Infant,5.5
3523,0.26,0.205,0.07,0.097,0.0415,0.019,0.0305,4,Infant,5.5
3524,0.32,0.24,0.085,0.131,0.0615,0.0265,0.038,6,Infant,7.5
3525,0.33,0.23,0.085,0.1695,0.079,0.026,0.0505,6,Infant,7.5
3526,0.335,0.26,0.085,0.192,0.097,0.03,0.054,6,Infant,7.5
3527,0.35,0.26,0.09,0.1765,0.072,0.0355,0.0575,7,Infant,8.5
3528,0.35,0.265,0.085,0.1735,0.0775,0.034,0.056,6,Infant,7.5
3529,0.36,0.265,0.075,0.1785,0.0785,0.035,0.054,6,Infant,7.5
3530,0.36,0.265,0.09,0.2055,0.096,0.037,0.0585,7,Infant,8.5
3531,0.365,0.275,0.09,0.2345,0.108,0.051,0.0625,7,Infant,8.5
3532,0.38,0.285,0.09,0.2305,0.1005,0.039,0.0775,7,Infant,8.5
3533,0.4,0.31,0.115,0.314,0.1545,0.0595,0.087,6,Infant,7.5
3534,0.4,0.315,0.09,0.33,0.151,0.068,0.08,6,Infant,7.5
3535,0.4,0.265,0.1,0.2775,0.1245,0.0605,0.08,9,Infant,10.5
3536,0.425,0.325,0.11,0.405,0.1695,0.092,0.1065,8,Infant,9.5
3537,0.43,0.325,0.105,0.309,0.119,0.08,0.098,6,Infant,7.5
3538,0.435,0.335,0.11,0.4385,0.2075,0.0715,0.1315,7,Infant,8.5
3539,0.435,0.34,0.12,0.396,0.1775,0.081,0.125,8,Infant,9.5
3540,0.445,0.355,0.095,0.3615,0.1415,0.0785,0.12,8,Infant,9.5
3541,0.45,0.35,0.11,0.514,0.253,0.1045,0.14,8,Infant,9.5
3542,0.455,0.435,0.11,0.4265,0.195,0.09,0.1205,8,Infant,9.5
3543,0.46,0.34,0.09,0.384,0.1795,0.068,0.11,8,Infant,9.5
3544,0.475,0.355,0.125,0.4865,0.2155,0.1105,0.142,9,Infant,10.5
3545,0.475,0.36,0.135,0.4355,0.196,0.0925,0.125,8,Infant,9.5
3546,0.475,0.35,0.115,0.498,0.2375,0.099,0.14,7,Infant,8.5
3547,0.48,0.355,0.125,0.494,0.2385,0.0835,0.15,9,Infant,10.5
3548,0.495,0.37,0.12,0.594,0.28,0.11,0.1375,7,Infant,8.5
3549,0.5,0.365,0.125,0.528,0.229,0.103,0.1645,9,Infant,10.5
3550,0.505,0.39,0.115,0.5585,0.2575,0.119,0.1535,8,Infant,9.5
3551,0.515,0.4,0.135,0.636,0.3055,0.1215,0.1855,9,Infant,10.5
3552,0.525,0.39,0.105,0.567,0.2875,0.1075,0.16,8,Infant,9.5
3553,0.53,0.405,0.13,0.6615,0.2945,0.1395,0.19,9,Infant,10.5
3554,0.53,0.42,0.13,0.658,0.296,0.1245,0.198,8,Infant,9.5
3555,0.535,0.415,0.135,0.78,0.3165,0.169,0.2365,8,Male,9.5
3556,0.535,0.41,0.13,0.6075,0.268,0.1225,0.1975,9,Infant,10.5
3557,0.54,0.41,0.135,0.7025,0.31,0.177,0.2,8,Male,9.5
3558,0.55,0.425,0.155,0.8725,0.412,0.187,0.2425,10,Male,11.5
3559,0.565,0.45,0.175,1.2365,0.5305,0.2455,0.308,10,Male,11.5
3560,0.57,0.47,0.155,1.186,0.6355,0.2315,0.277,10,Male,11.5
3561,0.57,0.42,0.13,0.7745,0.3535,0.1505,0.2365,9,Male,10.5
3562,0.57,0.42,0.16,0.8875,0.4315,0.1915,0.223,8,Male,9.5
3563,0.575,0.455,0.155,0.8725,0.349,0.2095,0.285,8,Male,9.5
3564,0.575,0.44,0.125,0.8515,0.4555,0.1715,0.1965,9,Male,10.5
3565,0.575,0.475,0.16,0.895,0.3605,0.221,0.271,9,Male,10.5
3566,0.575,0.45,0.155,0.886,0.3605,0.211,0.2575,9,Male,10.5
3567,0.58,0.46,0.14,0.9265,0.4135,0.1845,0.27,10,Male,11.5
3568,0.58,0.46,0.14,0.8295,0.3915,0.165,0.238,10,Male,11.5
3569,0.58,0.47,0.15,0.907,0.444,0.1855,0.2445,11,Male,12.5
3570,0.58,0.47,0.165,1.041,0.54,0.166,0.279,9,Male,10.5
3571,0.585,0.465,0.165,0.9355,0.4035,0.2275,0.259,9,Male,10.5
3572,0.585,0.46,0.165,1.058,0.486,0.25,0.294,9,Male,10.5
3573,0.595,0.465,0.145,0.7955,0.3425,0.1795,0.2425,10,Male,11.5
3574,0.6,0.47,0.17,1.0805,0.4995,0.2245,0.3205,9,Male,10.5
3575,0.6,0.47,0.15,0.928,0.4225,0.183,0.275,8,Male,9.5
3576,0.6,0.475,0.155,1.059,0.441,0.19,0.39,11,Male,12.5
3577,0.6,0.475,0.23,1.157,0.522,0.2235,0.36,11,Male,12.5
3578,0.6,0.475,0.17,1.088,0.4905,0.2475,0.31,10,Male,11.5
3579,0.6,0.485,0.145,0.776,0.3545,0.1585,0.239,9,Male,10.5
3580,0.62,0.48,0.165,1.043,0.4835,0.221,0.31,10,Male,11.5
3581,0.625,0.48,0.16,1.1415,0.5795,0.2145,0.29,9,Male,10.5
3582,0.625,0.475,0.16,1.3335,0.605,0.2875,0.319,10,Male,11.5
3583,0.625,0.5,0.175,1.273,0.564,0.302,0.374,9,Male,10.5
3584,0.625,0.49,0.165,1.1835,0.517,0.2375,0.39,11,Male,12.5
3585,0.625,0.485,0.16,1.2135,0.631,0.2235,0.302,9,Male,10.5
3586,0.63,0.465,0.15,1.0315,0.4265,0.24,0.325,11,Male,12.5
3587,0.635,0.495,0.17,1.3695,0.657,0.3055,0.365,10,Male,11.5
3588,0.65,0.515,0.185,1.3745,0.75,0.1805,0.369,12,Male,13.5
3589,0.65,0.515,0.18,1.463,0.658,0.3135,0.4115,11,Female,12.5
3590,0.65,0.52,0.195,1.6275,0.689,0.3905,0.432,11,Female,12.5
3591,0.65,0.475,0.165,1.3875,0.58,0.3485,0.3095,9,Male,10.5
3592,0.655,0.525,0.16,1.46,0.686,0.311,0.405,11,Female,12.5
3593,0.655,0.53,0.165,1.2835,0.583,0.1255,0.4,8,Male,9.5
3594,0.66,0.5,0.155,1.3765,0.6485,0.288,0.335,12,Male,13.5
3595,0.66,0.515,0.2,1.6465,0.749,0.422,0.401,11,Female,12.5
3596,0.675,0.515,0.145,1.265,0.6025,0.299,0.325,10,Male,11.5
3597,0.685,0.53,0.17,1.56,0.647,0.383,0.465,11,Female,12.5
3598,0.715,0.52,0.18,1.6,0.708,0.3525,0.445,12,Female,13.5
3599,0.735,0.555,0.22,2.333,1.2395,0.3645,0.6195,12,Female,13.5
3600,0.175,0.125,0.04,0.028,0.0095,0.008,0.009,4,Infant,5.5
3601,0.37,0.285,0.095,0.226,0.1135,0.0515,0.0675,8,Infant,9.5
3602,0.395,0.3,0.09,0.2855,0.1385,0.0625,0.077,5,Infant,6.5
3603,0.42,0.325,0.11,0.325,0.1245,0.0755,0.1025,7,Infant,8.5
3604,0.455,0.37,0.11,0.514,0.2385,0.1235,0.126,8,Infant,9.5
3605,0.495,0.375,0.115,0.5755,0.31,0.1145,0.1395,8,Infant,9.5
3606,0.51,0.375,0.11,0.5805,0.2865,0.118,0.148,7,Infant,8.5
3607,0.515,0.39,0.14,0.678,0.341,0.1325,0.119,8,Male,9.5
3608,0.545,0.43,0.155,0.8035,0.409,0.144,0.228,7,Male,8.5
3609,0.555,0.405,0.12,0.913,0.4585,0.196,0.2065,9,Male,10.5
3610,0.58,0.45,0.16,0.8675,0.3935,0.221,0.215,9,Male,10.5
3611,0.59,0.465,0.17,1.0425,0.4635,0.24,0.27,10,Male,11.5
3612,0.6,0.46,0.18,1.14,0.423,0.2575,0.365,10,Male,11.5
3613,0.61,0.49,0.17,1.3475,0.7045,0.25,0.3045,11,Male,12.5
3614,0.615,0.475,0.155,1.0735,0.4375,0.2585,0.31,11,Male,12.5
3615,0.615,0.475,0.19,1.4335,0.7315,0.305,0.3285,9,Male,10.5
3616,0.615,0.495,0.2,1.304,0.5795,0.3115,0.371,14,Male,15.5
3617,0.62,0.46,0.16,0.9505,0.4915,0.2,0.228,9,Male,10.5
3618,0.63,0.515,0.17,1.385,0.6355,0.2955,0.38,11,Male,12.5
3619,0.64,0.5,0.17,1.12,0.4955,0.2645,0.32,12,Male,13.5
